Sigla,Código,Município,Domicílios - com água encanada - pessoas (2000),Domicílios - com energia elétrica - pessoas (2000),Domicílios - com telefone - pessoas (2000),Domicílios - com carro - pessoas (2000),Domicílios - com computador - pessoas (2000),Domícilios - número (2000),
MG,3154309,Resplendor,91.129,96.612,16.735,20.425,2.137,5069,
MG,3154408,Ressaquinha,89.681,96.136,15.255,26.639,3.103,1265,
MG,3154457,Riachinho,50.619,66.182,6.044,15.459,0.19,1905,
MG,3154507,Riacho dos Machados,46.653,62.691,4.845,11.098,1.439,2002,
MG,3154606,Ribeirão das Neves,91.814,99.652,56.243,20.601,3.164,63731,
MG,3154705,Ribeirão Vermelho,99.391,99.68,31.885,35.967,9.301,998,
MG,3154804,Rio Acima,94.548,97.726,33.248,28.688,5.711,1938,
MG,3154903,Rio Casca,91.137,94.679,20.828,17.824,4.371,3914,
MG,3155009,Rio Doce,91.195,95.03,11.957,20.889,2.645,643,
MG,3155108,Rio do Prado,50.381,72.373,5.48,8.066,0.965,1325,
MG,3155207,Rio Espera,83.989,80.767,7.652,17.467,0.541,1837,
MG,3155306,Rio Manso,91.798,97.826,8.477,31.626,1.964,1283,
MG,3155405,Rio Novo,95.029,98.404,32.024,27.033,6.358,2466,
MG,3155504,Rio Paranaíba,86.865,92.658,21.436,39.776,3.63,3426,
MG,3155603,Rio Pardo de Minas,41.502,52.695,4.515,11.11,1.146,6006,
MG,3155702,Rio Piracicaba,91.761,96.653,17.508,30.532,3.49,3682,
MG,3155801,Rio Pomba,97.208,98.791,27.801,33.863,7.302,4646,
MG,3155900,Rio Preto,93.653,93.668,24.279,25.595,4.785,1525,
MG,3156007,Rio Vermelho,41.941,68.351,5.356,8.912,1.163,3440,
MG,3156106,Ritápolis,94.401,95.993,13.335,25.223,1.616,1524,
MG,3156205,Rochedo de Minas,99.641,98.142,25.736,24.856,3.063,557,
MG,3156304,Rodeiro,96.974,98.528,19.863,31.525,3.61,1455,
MG,3156403,Romaria,93.678,98.853,20.819,39.09,3.068,1055,
MG,3156452,Rosário da Limeira,83.852,93.217,7.344,23.234,1.546,1041,
MG,3156502,Rubelita,36.532,63.408,3.464,7.182,0.535,2277,
MG,3156601,Rubim,54.337,85.382,10.322,7.669,1.511,2638,
MG,3156700,Sabará,92.954,99.236,54.185,29.012,9.969,29507,
MG,3156809,Sabinópolis,61.724,77.567,11.357,17.706,2.744,4054,
MG,3156908,Sacramento,96.995,95.921,33.325,51.804,7.84,6161,
MG,3157005,Salinas,68.677,88.332,11.781,13.16,2.827,9360,
MG,3157104,Salto da Divisa,63.575,85.699,14.914,6.642,1.62,1667,
MG,3157203,Santa Bárbara,93.948,97.515,22.523,33.214,8.344,5966,
MG,3157252,Santa Bárbara do Leste,93.497,98.42,6.323,26.992,1.109,1881,
MG,3157278,Santa Bárbara do Monte Verde,93.787,91.202,13.1,21.805,2.249,678,
MG,3157302,Santa Bárbara do Tugúrio,86.076,93.913,8.383,22.342,0.788,1268,
MG,3157336,Santa Cruz de Minas,97.186,99.595,18.193,23.827,4.729,1927,
MG,3157377,Santa Cruz de Salinas,21.61,47.478,4.9,8.522,0.649,1190,
MG,3157401,Santa Cruz do Escalvado,85.032,92.23,6.831,17.29,0.777,1415,
MG,3157500,Santa Efigênia de Minas,68.253,89.815,5.954,12.249,1.025,1097,
MG,3157609,Santa Fé de Minas,35.663,50.593,7.432,7.83,0.429,986,
MG,3157658,Santa Helena de Minas,48.02,81.968,8.695,6.16,1.337,1331,
MG,3157708,Santa Juliana,99.193,98.811,34.423,45.918,5.406,2367,
MG,3157807,Santa Luzia,94.19,99.443,49.967,26.299,5.355,47217,
MG,3157906,Santa Margarida,93.374,96.016,6.76,35.551,1.764,3504,
MG,3158003,Santa Maria de Itabira,78.022,92.628,14.8,24.125,3.896,2488,
MG,3158102,Santa Maria do Salto,62.709,84.472,6.991,8.9,0.84,1310,
MG,3158201,Santa Maria do Suaçuí,63.201,81.827,10.706,16.62,2.426,3529,
MG,3158300,Santana da Vargem,97.321,99.762,12.694,31.694,2.494,1924,
MG,3158409,Santana de Cataguases,97.648,97.754,16.249,25.765,2.638,978,
MG,3158508,Santana de Pirapama,59.076,79.908,8.818,18.745,1.097,2237,
MG,3158607,Santana do Deserto,98.144,97.35,16.421,26.078,3.627,1025,
MG,3158706,Santana do Garambéu,89.463,95.213,11.852,20.006,1.757,486,
MG,3158805,Santana do Jacaré,95.128,98.648,15.086,25.509,2.896,1242,
MG,3158904,Santana do Manhuaçu,92.361,95.689,5.772,23.503,1.808,2183,
MG,3158953,Santana do Paraíso,86.635,97.001,15.176,20.547,3.274,4597,
MG,3159001,Santana do Riacho,71.606,92.905,7.909,19.328,0.955,1004,
MG,3159100,Santana dos Montes,87.439,92.476,6.671,22.777,1.434,1029,
MG,3159209,Santa Rita de Caldas,97.748,98.211,18.182,49.53,3.209,2810,
MG,3159308,Santa Rita de Jacutinga,94.2,90.893,16.805,25.29,2.438,1593,
MG,3159357,Santa Rita de Minas,97.448,99.205,7.987,20.646,1.72,1550,
MG,3159407,Santa Rita de Ibitipoca,78.244,85.007,11.931,17.686,1.033,1004,
MG,3159506,Santa Rita do Itueto,90.661,94.435,5.931,24.397,0.461,1588,
MG,3159605,Santa Rita do Sapucaí,98.538,99.959,38.805,38.86,14.214,8417,
MG,3159704,Santa Rosa da Serra,93.439,98.121,19.662,36.653,2.482,906,
MG,3159803,Santa Vitória,93.054,98.445,33.571,29.318,3.667,5096,
MG,3159902,Santo Antônio do Amparo,96.255,99.104,10.971,27.942,3.041,3984,
MG,3160009,Santo Antônio do Aventureiro,97.353,95.478,8.542,25.673,1.326,1037,
MG,3160108,Santo Antônio do Grama,93.225,97.519,12.087,19.84,2.469,1109,
MG,3160207,Santo Antônio do Itambé,43.965,62.444,3.582,12.03,0.63,1028,
MG,3160306,Santo Antônio do Jacinto,41.176,69.222,4.845,7.527,2.781,2843,
MG,3160405,Santo Antônio do Monte,97.448,99.612,21.504,44.815,6.256,6811,
MG,3160454,Santo Antônio do Retiro,30.968,58.655,2.546,8.004,0.135,1405,
MG,3160504,Santo Antônio do Rio Abaixo,73.804,91.075,11.459,21.041,1.21,448,
MG,3160603,Santo Hipólito,68.137,90.55,9.086,13.131,0.563,927,
MG,3160702,Santos Dumont,95.309,97.308,40.112,25.761,8.528,12887,
MG,3160801,São Bento Abade,95.925,96.977,12.652,21.7,2.514,924,
MG,3160900,São Brás do Suaçuí,96.843,98.721,20.87,32.114,3.373,890,
MG,3160959,São Domingos das Dores,92.904,98.596,6.435,25.006,0.636,1229,
MG,3161007,São Domingos do Prata,87.54,93.171,12.761,25.526,2.893,4767,
MG,3161056,São Félix de Minas,68.356,89.296,8.176,10.438,1.398,894,
MG,3161106,São Francisco,52.195,75.115,6.507,9.893,0.996,10697,
MG,3161205,São Francisco de Paula,90.635,97.67,10.025,29.564,1.051,1642,
MG,3161304,São Francisco de Sales,92.473,95.977,24.934,37.37,2.279,1632,
MG,3161403,São Francisco do Glória,95.117,97.459,10.16,26.631,2.005,1502,
MG,3161502,São Geraldo,85.721,92.422,15.196,24.449,3.364,2235,
MG,3161601,São Geraldo da Piedade,61.242,89.914,4.808,10.796,0.919,1155,
MG,3161650,São Geraldo do Baixio,84.671,93.91,11.476,15.433,1.068,839,
MG,3161700,São Gonçalo do Abaeté,79.266,93.182,18.357,27.522,1.494,1595,
MG,3161809,São Gonçalo do Pará,97.742,99.073,27.883,37.295,3.269,2270,
MG,3161908,São Gonçalo do Rio Abaixo,87.917,94.744,13.103,25.143,1.704,1988,
MG,3162005,São Gonçalo do Sapucaí,97.23,99.181,28.841,32.351,6.961,5890,
MG,3162104,São Gotardo,95.584,99.323,27.516,43.322,5.154,7927,
MG,3162203,São João Batista do Glória,98.267,99.23,21.16,39.93,4.65,1842,
MG,3162252,São João da Lagoa,48.689,71.064,5.442,14.092,0.68,1149,
MG,3162302,São João da Mata,98.462,99.399,19.198,42.516,2.415,788,
MG,3162401,São João da Ponte,40.829,77.385,3.708,10.083,0.594,5561,
MG,3162450,São João das Missões,22.706,51.417,1.893,2.72,0.216,1959,
MG,3162500,São João del Rei,96.735,98.474,32.538,33.309,10.672,22327,
MG,3162559,São João do Manhuaçu,87.075,96.897,8.526,31.361,1.98,2228,
MG,3162575,São João do Manteninha,80.138,93.663,7.519,13.391,1.247,1309,
MG,3162609,São João do Oriente,90.501,97.652,9.979,18.474,2.436,2298,
MG,3162658,São João do Pacuí,36.246,69.833,5.432,5.977,0.754,851,
MG,3162708,São João do Paraíso,53.064,67.93,2.79,13.689,0.861,4738,
MG,3162807,São João Evangelista,75.02,87.155,18.941,19.478,3.992,3860,
MG,3162906,São João Nepomuceno,99.294,99.613,31.578,30.06,6.297,7052,
MG,3162922,São Joaquim de Bicas,84.406,95.939,28.289,24.528,2.957,4709,
MG,3162948,São José da Barra,98.952,99.253,31.302,49.879,9.324,1637,
MG,3162955,São José da Lapa,94.262,99.481,36.147,30.677,4.8,3852,
MG,3163003,São José da Safira,61.169,86.58,8.452,8.606,0.557,965,
MG,3163102,São José da Varginha,93.729,99.03,22.812,31.334,1.529,883,
MG,3163201,São José do Alegre,95.821,99.188,16.906,33.876,3.621,1032,
MG,3163300,São José do Divino,79.749,90.112,11.078,9.017,0.636,967,
MG,3163409,São José do Goiabal,87.196,93.885,8.129,20.066,2.1,1548,
MG,3163508,São José do Jacuri,44.645,64.809,5.219,13.111,2.056,1556,
MG,3163607,São José do Mantimento,98.092,97.687,9.136,23.38,1.516,629,
MG,3163706,São Lourenço,99.157,99.839,51.016,35.987,13.125,10681,
MG,3163805,São Miguel do Anta,88.045,91.431,10.045,20.748,2.983,1772,
MG,3163904,São Pedro da União,94.266,96.778,17.426,46.238,2.721,1674,
MG,3164001,São Pedro dos Ferros,91.92,97.209,15.485,17.917,2.087,2365,
MG,3164100,São Pedro do Suaçuí,58.655,79.764,4.345,13.272,1.263,1506,
MG,3164209,São Romão,61.094,76.737,15.588,13.835,0.776,1659,
MG,3164308,São Roque de Minas,84.926,86.862,12.1,46.692,1.698,1957,
MG,3164407,São Sebastião da Bela Vista,88.571,99.456,13.142,33.055,2.156,1161,
MG,3164431,São Sebastião da Vargem Alegre,91.796,97.49,10.011,26.183,1.143,714,
MG,3164472,São Sebastião do Anta,88.646,97.049,4.867,17.963,0.729,1156,
MG,3164506,São Sebastião do Maranhão,40.437,65.025,2.304,9.583,0.49,2669,
MG,3164605,São Sebastião do Oeste,91.706,98.966,14.417,36.717,1.082,1281,
MG,3164704,São Sebastião do Paraíso,96.097,99.66,30.912,45.855,9.655,16808,
MG,3164803,São Sebastião do Rio Preto,74.696,88.444,10.27,23.175,0.701,415,
MG,3164902,São Sebastião do Rio Verde,97.002,98.178,21.286,38.036,4.74,568,
MG,3165008,São Tiago,95.769,96.812,10.671,24.683,2.375,2857,
MG,3165107,São Tomás de Aquino,98.595,99.485,20.163,38.427,2.396,2034,
MG,3165206,São Thomé das Letras,90.794,96.561,14.239,30.088,4.375,1774,
MG,3165305,São Vicente de Minas,96.917,98.217,25.372,28.365,4.938,1662,
MG,3165404,Sapucaí-Mirim,94.312,95.81,16.372,38.588,5.397,1526,
MG,3165503,Sardoá,71.098,92.788,9.895,18.476,1.667,1051,
MG,3165537,Sarzedo,95.746,99.476,46.04,27.885,3.842,4448,
MG,3165552,Setubinha,25.735,57.586,4.198,5.665,0.192,1954,
MG,3165560,Sem-Peixe,83.737,88.997,6.124,14.641,0.869,869,
MG,3165578,Senador Amaral,89.204,95.225,13.357,39.667,1.632,1326,
MG,3165602,Senador Cortes,96.168,97.43,11.803,26.656,1.977,551,
MG,3165701,Senador Firmino,85.311,90.455,14.342,25.114,2.992,1798,
MG,3165800,Senador José Bento,98.11,98.611,17.984,48.365,2.639,650,
MG,3165909,Senador Modestino Gonçalves,51.769,75.364,4.337,12.354,0.38,1189,
MG,3166006,Senhora de Oliveira,88.438,92.163,6.176,18.627,1.104,1338,
MG,3166105,Senhora do Porto,58.725,79.356,8.446,16.248,0.58,904,
MG,3166204,Senhora dos Remédios,93.37,98.074,5.811,25.758,1.576,2384,
MG,3166303,Sericita,85.698,90.441,6.111,25.843,0.757,1709,
MG,3166402,Seritinga,93.217,93.649,20.048,26.626,2.101,460,
MG,3166501,Serra Azul de Minas,34.355,57.384,6.719,9.144,0.369,973,
MG,3166600,Serra da Saudade,93.536,99.254,17.19,34.814,2.415,272,
MG,3166709,Serra dos Aimorés,74.835,95.42,10.615,11.667,2.863,2313,
MG,3166808,Serra do Salitre,95.338,97.281,15.041,39.344,2.832,2626,
MG,3166907,Serrania,97.957,99.621,21.182,30.229,3.852,2009,
MG,3166956,Serranópolis de Minas,31.02,69.135,5.154,9.207,0.269,983,
MG,3167004,Serranos,89.89,92.247,12.942,21.828,1.449,550,
MG,3167103,Serro,63.803,70.833,9.685,17.147,2.312,4806,
MG,3167202,Sete Lagoas,95.051,99.302,49.366,35.675,9.011,47914,
MG,3167301,Silveirânia,93.61,91.265,10.095,25.894,1.749,584,
MG,3167400,Silvianópolis,95.766,99.755,16.577,42.806,3.406,1717,
MG,3167509,Simão Pereira,96.716,97.964,18.452,26.597,2.993,675,
MG,3167608,Simonésia,89.721,92.932,6.035,27.078,1.07,4139,
MG,3167707,Sobrália,88.151,97.66,10.247,15.05,1.749,1616,
MG,3167806,Soledade de Minas,96.218,97.735,22.295,29.085,4.349,1440,
MG,3167905,Tabuleiro,93.339,94.807,14.522,25.521,1.326,1261,
MG,3168002,Taiobeiras,74.779,91.534,11.846,19.505,2.2,6838,
MG,3168051,Taparuba,94.209,94.722,6.874,20.018,1.055,905,
MG,3168101,Tapira,90.87,89.979,21.002,44.093,1.93,937,
MG,3168200,Tapiraí,89.333,92.106,10.303,35.534,1.107,602,
MG,3168309,Taquaraçu de Minas,80.74,93.945,15.245,30.683,1.638,923,
MG,3168408,Tarumirim,84.875,94.824,9.748,18.707,1.967,3955,
MG,3168507,Teixeiras,93.791,96.5,12.003,25.617,3.387,3090,
MG,3168606,Teófilo Otoni,77.056,94.056,36.306,20.619,6.826,33813,
MG,3168705,Timóteo,96.645,98.618,61.568,45.928,14.806,19115,
MG,3168804,Tiradentes,84.71,98.337,25.971,35.91,8.661,1702,
MG,3168903,Tiros,90.878,92.042,18.577,35.268,1.217,2426,
MG,3169000,Tocantins,95.586,98.645,19.794,29.773,4.696,4161,
MG,3169059,Tocos do Moji,94.396,96.827,10.753,46.404,1.648,1039,
MG,3169109,Toledo,86.95,95.89,10.306,41.342,2.299,1481,
MG,3169208,Tombos,95.506,97.573,21.367,25.056,4.733,3109,
MG,3169307,Três Corações,96.264,99.643,38.847,34.407,10.082,17115,
MG,3169356,Três Marias,92.141,97.325,21.569,34.286,4.517,6529,
MG,3169406,Três Pontas,98.092,99.735,32.903,33.901,5.729,13497,
MG,3169505,Tumiritinga,87.361,94.744,10.805,13.547,1.149,1659,
MG,3169604,Tupaciguara,95.229,98.898,38.176,36.376,1.654,7310,
MG,3169703,Turmalina,71.194,72.329,10.523,20.203,2.036,3799,
MG,3169802,Turvolândia,95.37,99.278,10.91,37.13,2.368,1224,
MG,3169901,Ubá,97.473,99.747,31.958,35.311,7.078,23934,
MG,3170008,Ubaí,32.178,66.647,5.163,6.773,0.648,2343,
MG,3170057,Ubaporanga,94.206,98.044,8.091,23.448,1.742,2982,
MG,3170107,Uberaba,98.169,99.552,63.258,49.674,12.468,73629,
MG,3170206,Uberlândia,98.578,99.616,63.641,47.901,15.271,145517,
MG,3170305,Umburatiba,63.714,88.63,7.814,9.381,0.96,706,
MG,3170404,Unaí,86.873,93.172,25.879,29.544,6.348,19357,
MG,3170438,União de Minas,82.28,93.886,18.181,31.958,1.147,1389,
MG,3170479,Uruana de Minas,61.156,73.081,6.67,15.086,1.134,876,
MG,3170503,Urucânia,88.238,95.952,10.532,18.264,1.666,2409,
MG,3170529,Urucuia,37.352,62.009,6.286,7.086,0.769,2065,
MG,3170578,Vargem Alegre,86.536,94.84,9.265,14.181,0.963,1698,
MG,3170602,Vargem Bonita,94.722,94.987,15.062,44.116,2.096,706,
MG,3170651,Vargem Grande do Rio Pardo,49.067,70.285,3.533,14.409,0.883,938,
MG,3170701,Varginha,98.48,99.873,60.778,44.418,15.05,29746,
MG,3170750,Varjão de Minas,88.329,96.567,17.472,30.03,2.243,1277,
MG,3170800,Várzea da Palma,73.369,95.652,16.237,16.702,3.103,7993,
MG,3170909,Varzelândia,47.24,80.124,3.919,9.119,1.478,4018,
MG,3171006,Vazante,91.35,96.163,35.009,37.391,2.928,5406,
MG,3171030,Verdelândia,67.297,71.065,2.651,4.782,0.341,1488,
MG,3171071,Veredinha,47.364,69.598,5.554,11.859,1.063,1226,
MG,3171105,Veríssimo,97.235,99.32,23.862,45.236,2.414,926,
MG,3171154,Vermelho Novo,85.815,96.03,9.855,24.744,1.113,1139,
MG,3171204,Vespasiano,92.429,99.345,30.586,26.016,6.439,19700,
MG,3171303,Viçosa,97.212,98.509,51.808,39.763,17.211,17886,
MG,3171402,Vieiras,95.257,97.812,11.674,27.88,2.607,1042,
MG,3171501,Mathias Lobato,83.114,95.048,13.194,12.978,1.224,914,
MG,3171600,Virgem da Lapa,56.761,71.291,6.969,9.137,0.873,3273,
MG,3171709,Virgínia,89.139,98.151,11.693,25.804,3.626,2303,
MG,3171808,Virginópolis,77.743,95.088,14.037,24.175,2.914,2576,
MG,3171907,Virgolândia,67.532,87.908,7.83,7.924,0.872,1557,
MG,3172004,Visconde do Rio Branco,94.132,98.969,24.777,30.068,5.2,9223,
MG,3172103,Volta Grande,95.516,98.563,16.79,23.356,2.972,1274,
MG,3172202,Wenceslau Braz,97.95,99.304,17.784,33.373,5.276,686,
MS,5000203,Água Clara,88.99,92.195,16.39,27.952,1.896,3072,
MS,5000252,Alcinópolis,87.692,86.718,15.669,28.935,1.129,1117,
MS,5000609,Amambaí,79.642,80.471,24.714,27.664,5.146,8197,
MS,5000708,Anastácio,76.114,96.157,19.527,21.026,1.506,6036,
MS,5000807,Anaurilândia,90.931,96.258,24.55,28.641,2.432,2150,
MS,5000856,Angélica,90.747,97.881,24.352,28.308,1.504,2166,
MS,5000906,Antônio João,79.718,88.193,24.095,19.54,2.317,1955,
MS,5001003,Aparecida do Taboado,91.73,98.107,31.46,31.157,4.41,5623,
MS,5001102,Aquidauana,78.645,94.839,28.895,22.565,4.268,11656,
MS,5001243,Aral Moreira,81.556,81.134,25.296,24.593,1.564,2016,
MS,5001508,Bandeirantes,89.582,93.732,18.147,26.884,0.839,1995,
MS,5001904,Bataguassu,86.94,89.663,23.72,29.499,4.646,4490,
MS,5002001,Batayporã,84.196,96.382,22.925,22.929,1.705,2965,
MS,5002100,Bela Vista,77.126,93.503,33.287,22.617,2.358,5689,
MS,5002159,Bodoquena,74.48,92.294,23.402,22.423,1.406,2156,
MS,5002209,Bonito,82.58,93.532,13.587,24.264,2.168,4633,
MS,5002308,Brasilândia,88.412,95.823,22.513,32.373,2.16,3460,
MS,5002407,Caarapó,82.308,86.538,30.021,22.41,3.967,5619,
MS,5002605,Camapuã,86.082,88.685,21.433,26.854,1.695,4878,
MS,5002704,Campo Grande,95.85,99.793,70.522,42.054,13.524,188450,
MS,5002803,Caracol,82.628,87.141,14.985,20.372,1.562,1165,
MS,5002902,Cassilândia,95.729,96.678,39.001,34.244,5.526,6177,
MS,5002951,Chapadão do Sul,96.462,97.481,44.53,47.174,9.376,3358,
MS,5003108,Corguinho,85.93,83.84,19.177,27.366,1.228,1089,
MS,5003157,Coronel Sapucaia,65.672,81.164,17.031,20.772,2.904,3158,
MS,5003207,Corumbá,76.72,93.95,44.619,21.483,6.282,23148,
MS,5003256,Costa Rica,90.836,93.026,21.731,28.41,2.803,4469,
MS,5003306,Coxim,85.197,95.891,20.348,26.232,5.047,8533,
MS,5003454,Deodápolis,83.638,96.483,20.745,25.123,1.401,3214,
MS,5003488,Dois Irmãos do Buriti,66.522,88.003,10.214,17.092,1.161,2403,
MS,5003504,Douradina,79.892,86.154,22.088,25.989,2.112,1296,
MS,5003702,Dourados,93.64,97.878,49.157,38.464,8.291,46072,
MS,5003751,Eldorado,88.338,90.03,28.466,24.119,4.129,3127,
MS,5003801,Fátima do Sul,91.064,98.971,35.771,32.744,5.135,5693,
MS,5003900,Figueirão,,,,,,,
MS,5004007,Glória de Dourados,92.676,98.032,28.649,32.861,3.614,2996,
MS,5004106,Guia Lopes da Laguna,76.918,93.649,18.718,20.298,2.541,2992,
MS,5004304,Iguatemi,93.303,96.096,24.06,26.112,3.898,3699,
MS,5004403,Inocência,91.99,91.505,18.98,30.075,3.769,2376,
MS,5004502,Itaporã,80.737,88.251,27.736,32.576,1.397,4681,
MS,5004601,Itaquiraí,72.444,86.874,14.692,20.96,1.507,4113,
MS,5004700,Ivinhema,91.459,97.755,25.924,36.066,3.376,6131,
MS,5004809,Japorã,50.219,48.136,5.948,15.523,0.55,1479,
MS,5004908,Jaraguari,86.463,86.836,14.123,30.458,0.438,1684,
MS,5005004,Jardim,86.587,98.793,32.513,27.827,4.552,6135,
MS,5005103,Jateí,89.432,91.892,13.995,30.086,1.709,1147,
MS,5005152,Juti,74.381,86.213,17.373,19.583,1.266,1415,
MS,5005202,Ladário,76.831,94.701,44.479,24.284,6.201,3623,
MS,5005251,Laguna Carapã,79.268,81.028,16.285,31.826,1.845,1486,
MS,5005400,Maracaju,89.797,94.524,46.503,31.37,5.441,7063,
MS,5005608,Miranda,68.066,90.701,21.528,17.402,2.978,5701,
MS,5005681,Mundo Novo,96.166,98.116,22.395,30.75,6.257,4445,
MS,5005707,Naviraí,92.292,98.577,26.543,26.38,4.334,10087,
MS,5005806,Nioaque,60.364,81.582,17.451,21.494,1.216,4053,
MS,5006002,Nova Alvorada do Sul,88.504,95.616,19.401,28.131,3.318,2766,
MS,5006200,Nova Andradina,94.46,98.033,37.634,34.021,6.326,9934,
MS,5006259,Novo Horizonte do Sul,77.538,87.097,10.059,21.014,0.89,1701,
MS,5006275,Paraíso das Águas,,,,,,,
MS,5006309,Paranaíba,87.859,94.781,37.699,33.938,3.392,11616,
MS,5006358,Paranhos,65.696,67.774,19.738,18.262,1.451,2449,
MS,5006408,Pedro Gomes,75.768,89.3,20.302,18.629,1.515,2427,
MS,5006606,Ponta Porã,86.318,96.819,43.922,33.483,6.19,16079,
MS,5006903,Porto Murtinho,66.038,80.938,17.417,14.719,2.473,3339,
MS,5007109,Ribas do Rio Pardo,91.158,94.248,21.411,26.177,1.79,5029,
MS,5007208,Rio Brilhante,85.732,95.486,36.037,30.313,3.853,6171,
MS,5007307,Rio Negro,87.559,93.371,19.537,25.307,0.716,1621,
MS,5007406,Rio Verde de Mato Grosso,91.818,97.486,23.327,29.03,1.946,5284,
MS,5007505,Rochedo,91.129,93.36,22.286,30.178,1.53,1277,
MS,5007554,Santa Rita do Pardo,84.294,89.37,18.124,24.965,0.827,1890,
MS,5007695,São Gabriel do Oeste,96.141,98.057,35.694,40.072,6.45,4692,
MS,5007703,Sete Quedas,89.458,93.326,19.336,23.448,2.618,3023,
MS,5007802,Selvíria,96.516,96.474,20.898,31.59,2.185,1734,
MS,5007901,Sidrolândia,83.548,88.118,42.93,27.945,2.942,6384,
MS,5007935,Sonora,83.836,97.917,16.88,22.662,2.822,2624,
MS,5007950,Tacuru,72.469,75.226,18.287,16.708,0.992,2059,
MS,5007976,Taquarussu,88.252,94.137,16.928,22.563,1.216,1037,
MS,5008008,Terenos,88.152,89.706,25.116,28.024,2.52,3246,
MS,5008305,Três Lagoas,95.879,98.58,50.496,36.987,7.362,22738,
MS,5008404,Vicentina,84.502,94.152,15.943,26.945,1.54,1711,
MT,5100102,Acorizal,46.234,67.179,6.466,13.26,0.204,1459,
MT,5100201,Água Boa,82.348,81.521,17.257,33.678,5.57,4696,
MT,5100250,Alta Floresta,83.167,92.149,21.076,28.532,5.895,12625,
MT,5100300,Alto Araguaia,91.027,92.687,27.774,28.951,4.309,3357,
MT,5100359,Alto Boa Vista,32.827,51.509,4.672,15.182,1.059,1655,
MT,5100409,Alto Garças,88.339,95.044,23.514,31.067,5.203,2393,
MT,5100508,Alto Paraguai,40.062,85.908,14.724,13.97,0.453,2321,
MT,5100607,Alto Taquari,93.172,97.091,31.649,33.39,7.008,1251,
MT,5100805,Apiacás,48.916,72.999,8.349,22.513,1.285,1813,
MT,5101001,Araguaiana,80.967,91.377,15.514,25.207,1.336,1018,
MT,5101209,Araguainha,65.274,90.235,17.832,19.499,0.728,387,
MT,5101258,Araputanga,80.419,95.659,20.684,20.821,3.715,3708,
MT,5101308,Arenápolis,71.86,96.795,21.284,22.016,2.137,3004,
MT,5101407,Aripuanã,39.071,50.319,5.592,15.857,1.058,6731,
MT,5101605,Barão de Melgaço,43.646,51.316,15.384,10.732,0.605,1851,
MT,5101704,Barra do Bugres,67.874,92.028,17.066,19.079,2.197,7176,
MT,5101803,Barra do Garças,84.355,97.143,34.773,33.375,7.757,14812,
MT,5101852,Bom Jesus do Araguaia,,,,,,,
MT,5101902,Brasnorte,66.371,75.131,12.578,23.698,2.344,2625,
MT,5102504,Cáceres,64.919,87.615,29.966,19.451,4.575,21818,
MT,5102603,Campinápolis,49.252,56.616,6.249,19.723,0.832,3087,
MT,5102637,Campo Novo do Parecis,94.662,97.344,24.068,32.277,5.894,5495,
MT,5102678,Campo Verde,90.53,92.593,37.684,32.493,5.184,4713,
MT,5102686,Campos de Júlio,94.25,92.624,19.728,38.865,8.444,841,
MT,5102694,Canabrava do Norte,18.522,30.573,5.803,15.873,1.713,1098,
MT,5102702,Canarana,80.874,91.39,18.997,33.947,3.61,4157,
MT,5102793,Carlinda,50.016,62.64,3.407,16.157,0.522,3141,
MT,5102850,Castanheira,10.601,52.32,9.799,18.324,0.754,2137,
MT,5103007,Chapada dos Guimarães,70.563,80.147,17.29,24.356,2.364,4110,
MT,5103056,Cláudia,94.841,95.731,20.462,24.724,3.926,2717,
MT,5103106,Cocalinho,74.6,88.707,13.447,20.637,1.703,1598,
MT,5103205,Colíder,78.176,86.164,14.082,26.919,2.281,7797,
MT,5103254,Colniza,,,,,,,
